4,2,14,1,0,0
8,13,0,0,0,0
12,-4,0,0,0,0
4,2,1,0,0,0
8,15,0,0,0,0
14,12,-2,0,0,0
2,6,1,0,0,0
4,5,0,0,0,0
-4,0,0,0,0,0
2,1,0,0,0,0
4,7,0,0,0,0
6,-1,0,0,0,0
4,2,14,13,0,0
8,1,0,0,0,0
12,-99,-4,0,0,0
4,2,15,0,0,0
8,1,0,0,0,0
14,12,-99,-2,0,0
2,6,5,0,0,0
4,1,0,0,0,0
-99,-4,0,0,0,0
2,7,0,0,0,0
4,1,0,0,0,0
6,-99,-1,0,0,0
8,4,2,0,0,0
0,0,0,0,0,0
1,16,-99,-2,0,0
4,2,0,0,0,0
8,14,0,0,0,0
1,12,-4,0,0,0
4,2,0,0,0,0
0,0,0,0,0,0
1,8,-99,-1,0,0
2,0,0,0,0,0
4,6,0,0,0,0
1,-4,0,0,0,0
4,14,0,0,0,0
8,2,0,0,0,0
13,12,-99,-4,0,0
4,0,0,0,0,0
2,8,0,0,0,0
15,14,12,-99,-2,0
6,0,0,0,0,0
4,2,0,0,0,0
5,-99,-4,0,0,0
0,0,0,0,0,0
2,4,0,0,0,0
7,6,-99,-1,0,0
4,14,3,0,0,0
8,13,0,0,0,0
2,12,-1,0,0,0
4,3,0,0,0,0
8,15,0,0,0,0
2,14,12,-3,0,0
6,3,0,0,0,0
4,5,0,0,0,0
2,-2,0,0,0,0
3,0,0,0,0,0
4,7,0,0,0,0
2,6,-3,0,0,0
4,14,13,0,0,0
8,3,0,0,0,0
2,12,-99,-1,0,0
4,15,0,0,0,0
8,3,0,0,0,0
2,14,12,-99,-3,0
6,5,0,0,0,0
4,3,0,0,0,0
2,-99,-2,0,0,0
7,0,0,0,0,0
4,3,0,0,0,0
2,6,-99,-3,0,0
8,4,0,0,0,0
0,0,0,0,0,0
3,2,16,-99,-3,0
4,0,0,0,0,0
8,14,0,0,0,0
3,2,12,-1,0,0
4,0,0,0,0,0
0,0,0,0,0,0
3,2,8,-99,-3,0
0,0,0,0,0,0
4,6,0,0,0,0
3,2,-2,0,0,0
6,4,0,0,0,0
0,0,0,0,0,0
5,-2,0,0,0,0
4,0,0,0,0,0
0,0,0,0,0,0
7,6,-3,0,0,0
14,0,0,0,0,0
8,4,0,0,0,0
13,12,-99,-1,0,0
0,0,0,0,0,0
4,8,0,0,0,0
15,14,12,-99,-3,0
6,12,10,5,0,0
8,9,0,0,0,0
4,-4,0,0,0,0
6,12,5,0,0,0
8,11,0,0,0,0
4,10,-1,0,0,0
6,12,10,9,0,0
8,5,0,0,0,0
4,-99,-4,0,0,0
6,12,11,0,0,0
8,5,0,0,0,0
4,10,-99,-1,0,0
12,6,0,0,0,0
8,10,0,0,0,0
5,4,-4,0,0,0
6,0,0,0,0,0
8,12,0,0,0,0
5,4,-1,0,0,0
12,10,0,0,0,0
8,6,0,0,0,0
4,9,-99,-4,0,0
12,0,0,0,0,0
8,6,0,0,0,0
4,11,10,-99,-1,0
12,10,7,0,0,0
8,9,0,0,0,0
6,4,-2,0,0,0
12,7,0,0,0,0
8,11,0,0,0,0
6,4,10,-3,0,0
12,10,9,0,0,0
8,7,0,0,0,0
6,4,-99,-2,0,0
12,11,0,0,0,0
8,7,0,0,0,0
6,4,10,-99,-3,0
12,0,0,0,0,0
8,10,0,0,0,0
7,6,4,-2,0,0
0,0,0,0,0,0
8,12,0,0,0,0
7,6,4,-3,0,0
12,10,8,0,0,0
0,0,0,0,0,0
9,-2,0,0,0,0
12,8,0,0,0,0
0,0,0,0,0,0
11,10,-3,0,0,0
12,10,0,0,0,0
0,0,0,0,0,0
9,8,16,-99,-1,0
12,0,0,0,0,0
0,0,0,0,0,0
11,10,8,16,-99,-3
10,14,9,0,0,0
12,13,0,0,0,0
-4,0,0,0,0,0
10,9,0,0,0,0
12,15,0,0,0,0
14,-1,0,0,0,0
10,14,13,0,0,0
12,9,0,0,0,0
-99,-4,0,0,0,0
10,15,0,0,0,0
12,9,0,0,0,0
14,-99,-1,0,0,0
10,0,0,0,0,0
12,14,0,0,0,0
9,-4,0,0,0,0
14,0,0,0,0,0
12,10,0,0,0,0
13,-99,-4,0,0,0
0,0,0,0,0,0
10,12,0,0,0,0
15,14,-99,-1,0,0
14,11,0,0,0,0
12,13,0,0,0,0
10,-2,0,0,0,0
11,0,0,0,0,0
12,15,0,0,0,0
10,14,-3,0,0,0
14,13,0,0,0,0
12,11,0,0,0,0
10,-99,-2,0,0,0
15,0,0,0,0,0
12,11,0,0,0,0
10,14,-99,-3,0,0
0,0,0,0,0,0
12,14,0,0,0,0
11,10,-2,0,0,0
14,12,0,0,0,0
0,0,0,0,0,0
13,-2,0,0,0,0
12,0,0,0,0,0
0,0,0,0,0,0
15,14,-3,0,0,0
